72 11 459 
10 1 2 3 4 27 29 34 36 42 66
0.0e0  1.0  1.0e-1  3.0e-4  5.0e-4  1.3e-6
7.9e-7	 2.5e-7  7.9e-6  1.0e-4  1.0e-7    
1      0  1  0  0  0  0  0  0  0  0  0
2      0  0  1  0  0  0  0  0  0  0  0
3      0  0  0  1  0  0  0  0  0  0  0
4      0  0  0  0  1  0  0  0  0  0  0
5      0  2  0  0  0  0  0  0  0  0  0
6      0  0  0  0  2  0  0  0  0  0  0
7      0  1  0  0  1  0  0  0  0  0  0
8      0  0  0  1  1  0  0  0  0  0  0
9      0  2  0  0  1  0  0  0  0  0  0
10    -1  0  0  0  0  0  0  0  0  0  0
11     1  1  0  0  0  0  0  0  0  0  0
12     1  0  1  0  0  0  0  0  0  0  0
13     1  0  0  1  0  0  0  0  0  0  0
14     1  0  0  0  1  0  0  0  0  0  0
15     1  1  0  0  1  0  0  0  0  0  0
16     1  0  0  1  1  0  0  0  0  0  0
17     1  2  0  0  1  0  0  0  0  0  0
18     1  1  0  1  1  0  0  0  0  0  0
19     1  3  0  0  1  0  0  0  0  0  0
20     1  2  0  0  0  0  0  0  0  0  0
21     1  3  0  0  0  0  0  0  0  0  0
22     1  1  0  1  0  0  0  0  0  0  0
23     1  2  0  1  0  0  0  0  0  0  0
24     1  3  0  1  0  0  0  0  0  0  0
25     0  1  0  1  0  0  0  0  0  0  0
26     0  2  0  1  0  0  0  0  0  0  0
27     0  0  0  0  0  1  0  0  0  0  0
28     1  0  0  0  0  1  0  0  0  0  0
29     0  0  0  0  0  0  1  0  0  0  0
30     1  0  0  0  0  0  1  0  0  0  0
31     1  2  0  0  0  0  1  0  0  0  0
32     0  1  0  0  0  0  1  0  0  0  0
33     0  0  0  0  1  0  1  0  0  0  0
34     0  0  0  0  0  0  0  1  0  0  0
35     1  0  0  0  0  0  0  1  0  0  0
36     0  0  0  0  0  0  0  0  1  0  0
37     1  0  0  0  0  0  0  0  1  0  0
38     1  0  0  0  1  0  1  0  0  0  0
39     1  1  0  0  1  0  1  0  0  0  0
40     0  2  0  0  0  0  0  0  0  0  0
41    -1  1  0  0  0  0  0  0  0  0  0
42     0  0  0  0  0  0  0  0  0  1  0
43     1  0  0  0  0  0  0  0  0  1  0
44     0  0  0  1  0  0  0  0  0  1  0
45     0  1  0  1  0  0  0  0  0  1  0
46     0  1  0  1  0  0  0  0  0  1  0
47     0  2  0  0  0  0  0  0  0  1  0
48     0  1  0  0  0  0  0  0  0  1  0
49     1  2  0  0  0  0  0  0  0  1  0
50     0  3  0  0  0  0  0  0  0  1  0
51     1  3  0  0  0  0  0  0  0  1  0
52     0  0  0  0  1  0  0  0  0  1  0
53     1  0  0  0  1  0  0  0  0  1  0
54     0  0  0  0  0  0  0  0  0  2  0
55     1  1  0  0  0  0  0  0  0  1  0
56     1  4  0  0  0  0  0  0  0  1  0
57     1  0  0  1  0  0  0  0  0  1  0
58     1  1  0  1  0  0  0  0  0  1  0
59     1  2  0  1  0  0  0  0  0  1  0
60     1  0  0  0  0  0  0  0  0  2  0
61     1  1  0  0  0  0  0  0  0  2  0
62     1  1  0  0  1  0  0  0  0  1  0
63     1  2  0  1  0  0  0  0  0  1  0
64     1  0  0  2  0  0  0  0  0  1  0
65    -1  0  0  0  0  0  0  0  0  0  1
66     0  0  0  0  0  0  0  0  0  0  1
67     1  0  0  0  0  0  0  0  0  0  1
68     0  1  0  1  1  0  0  0  0  0  0
69     0  3  0  1  0  0  0  0  0  0  0
70     0  4  0  1  0  0  0  0  0  0  0
71     1  4  0  1  0  0  0  0  0  0  0
72     1  5  0  1  0  0  0  0  0  0  0
1	3	0	13	10	0	0	3.0e-10		0.0      3.0	1
2	27	0	28	10	0	0	7.9e-11		0.0      1.7	1
3	36	0	37	10	0	0	5.9e-10		0.0      2.6	1
4	29	0	30	10	0	0	3.1e-9		0.0      1.9	1
5	34	0	35	10	0	0	2.8e-10		0.0      1.9	1  
6	25	0	22	10	0	0	7.6e-10		0.0      2.8	1  
7	25	0	3	1	0	0	8.6e-10		0.0      1.2	1
8	26	0	25	1	0	0	7.2e-10		0.0      1.7	1 
9	26	0	23	10	0	0	1.0e-9		0.0      2.3	1     
10	22	0	13	1	0 	0	2.5e-10		0.0      2.5	1     
11	23	0	22	1	0	0	1.7e-9		0.0      1.7	1     
12	24	0	23	1	0	0	1.0e-9		0.0      1.7	1 
13	24	0	22	5	0	0	1.0e-9		0.0      1.7	1
14	20	0	1	11	0	0	5.7e-10		0.0      1.9	1
15	21	0	20	1	0	0	5.0e-13		0.0      2.3	1
16	21	0	5	11	0	0	5.0e-13		0.0      1.8	1
17	5	0	1	1	0	0	3.4e-11        	0.0      2.5	1
18	6	0	4	4	0	0	6.9e-10		0.0      1.8	1
19	7	0	4	1	0	0	3.5e-10		0.0      1.7	1
20	8	0	3	4	0	0	2.0e-10		0.0      2.5	1
21	9	0	7	1	0	0	5.9e-10		0.0      1.7	1  
22	9	0	17	10	0	0	3.3e-11		0.0      3.9	1     
23	33	0	29	4	0	0	1.0e-10		0.0      2.3	1
24	54	0	42	42	0	0	2.3e-10		0.0      3.8	1
25	44	0	3	42	0	0	1.1e-9         	0.0      3.1	1
26	45	0	44	1	0	0	1.3e-9		0.0      2.1	1
27	46	0	44	1	0	0	1.5e-09        	0.0	 2.1	1
28	48	0	42	1	0	0	5.0e-10		0.0      2.0	1 
29	55	0	43	1	0	0	5.4e-10        	0.0      1.4	1
30	47	0	48	1	0	0	3.9e-10        	0.0      1.6	1
31	47	0	49	10	0	0	1.73e-10       	0.0      2.6	1
32	50	0	47	1	0	0	1.1e-9        	0.0      1.8	1
33	50	0	48	5	0	0	3.3e-10      	0.0      1.8	1
34	50	0	51	10	0	0	1.8e-10       	0.0      2.7	1 
35	52	0	53	10	0	0	2.6e-10       	0.0      2.3	1
36	52	0	42	4	0	0	4.3e-10       	0.0      1.7	1
37	70	0	69	1	0	0	2.2e-10       	0.0	 2.2	1 
38	70	0	26	5	0	0	9.8e-10       	0.0	 2.2	1 
39	70	0	25	5	1	0	2.2e-10       	0.0	 2.2	1 
40	69	0	24	10	0	0	1.0e-10       	0.0      2.1	1 
41	69	0	26	1	0	0	2.5e-10       	0.0	 1.9    1 
42	69	0	25	5	0	0	2.5e-10       	0.0      1.9	1
43	68	0	18	10	0	0	5.6e-10       	0.0	 2.1	1	 
44	68	0	8	1	0	0	1.1e-9        	0.0      0.8	1 
45	11	1	20	0	0	0	5.13e-19	1.85	 0.0	2
46	11	25	22	1	0	0	1.9e-9		0.0      0.0	2
47	11	7	15	1	0	0	2.1e-9		0.0      0.0	2
48	11	9	17	1	0	0	6.9e-9		0.0      0.0	2
49	11	26	22	5	0	0	1.4e-9		0.0      0.0	2
50	11	26	23	1	0	0	1.4e-9		0.0      0.0	2
51	11	69	24	1	0	0	3.4e-9         	0.0      0.0	2
52	11	46	11	45	0	0	1.0e-9         	0.0      0.0	2
53	11	45	11	46	0	0	1.0e-9         	0.0      7.9e3	2
54	11	45	58	1	0	0	1.05e-8        	0.0      0.0	2
55	11	48	55	1	0	0	2.1e-9         	0.0      0.0	2
56	11	47	49	1	0	0	2.9e-9         	0.0      0.0	2
57	11	50	51	1	0	0	1.1e-9         	0.0      0.0	2
58	11	44	57	1	0	0	2.1e-9         	0.0      6.2e3	2
59	11	52	53	1	0	0	2.9e-9         	0.0      0.0    2
60	11	68	18	1	0	0	9.4e-10        	0.0      0.0    2
61	11	68	8	20	0	0	9.4e-10        	0.0      0.0	2
62	11	68	16	5	0	0	9.4e-10        	0.0      0.0	2
63	11	33	38	1	0	0	3.3e-9 	       	0.0      0.0	2
64	11	70	71	1	0	0	1.5e-9         	0.0      0.0	2
65	11	70	24	5	0	0	2.3e-9         	0.0      0.0	2
66	12	1	11	2	0	0	4.85e-15	0.18     0.0	2
67	12	5	11	1	2	0	3.70e-14	0.0      3.5e1	2
68	12	5	2	20	0	0	7.20e-15	0.0      0.0	2
69	12	6	14	4	2	0	1.0e-9		0.0      0.0	2
70	12	8	13	4	2	0	1.6e-9		0.0      0.0	2
71	12	25	13	1	2	0	1.1e-9		0.0      0.0	2
72	12	25	22	2	0	0	5.0e-10		0.0      0.0	2
73	12	26	22	1	2	0	7.5e-10		0.0      0.0	2
74	12	26	13	5	2	0	7.5e-10		0.0      0.0	2
75	12	9	15	1	2	0	2.86e-10	0.0      0.0	2
76	12	9	7	11	2	0	2.04e-10	0.0      0.0	2
77	12	9	17	2	0	0	6.05e-11	0.0      0.0	2
78	12	7	14	1	2	0	1.10e-9		0.0      0.0	2
79	12	48	43	1	2	0	1.1e-9         	0.0      0.0	2
80	12	47	55	1	2	0	8.0e-10		0.0      0.0	2
81	12	47	43	5	2	0	8.0e-10        	0.0      0.0	2
82	12	50	51	2	0	0	2.64e-10        0.0      0.0	2
83	12	50	49	1	2	0	1.76e-9         0.0      0.0	2
84	12	50	55	5	2	0	1.76e-9         0.0      0.0	2
85	12	44	13	42	2	0	8.8e-10         0.0      0.0	2
86	12	44	43	3	2	0	8.8e-10         0.0      0.0	2
87	12	45	57	1	2	0	1.46e-9         0.0      0.0	2
88	12	45	22	42	2	0	6.51e-10        0.0      0.0	2
89	12	45 	13	42	2	1	7.75e-10        0.0      0.0	2
90	12	45	43	25	2	0	2.17e-10	0.0      0.0	2
91	12	46	57	1	2	0	5.0e-10         0.0      0.0	2
92	12	46	13	42	2	1	5.0e-10         0.0      0.0	2
93	12	46	55	3	2	0	5.0e-10         0.0      0.0	2
94	12	54	43	42	2	0	9.6e-10         0.0      0.0	2
95	12	54	60	2	0	0	6.4e-10         0.0      0.0	2
96	12	52	43	4	2	0	1.4e-9          0.0      0.0	2
97	12	52	14	42	2	0	2.0e-10         0.0      0.0	2
98	12	70	71	2	0	0	5.1e-11		0.0	 0.0	2
99	13	6	14	8	0	0	6.20e-10	0.0      0.0	2
100	13	6	16	4	0	0	3.80e-10	0.0      0.0	2
101	13	7	16	1	0	0	7.7e-10		0.0      0.0	2
102	13	9	18	1	0	0	9.00e-10	0.0      0.0	2
103	13	25	22	3	0	0	3.8e-10		0.0      0.0	2
104	13	26	23	3	0	0	5.2e-10		0.0      0.0	2
105	13	33	30	8	0	0	5.4e-10		0.0      0.0	2
106	13	33	38	3	0	0	5.4e-10		0.0      0.0	2
107	13	48	57	1	0	0	7.8e-10        	0.0      0.0	2
